axis,value,seed,method,timesteps,noise_scale,observation_noise,edge_prob,edge_auc,pair_auc,precision_at_k,shd,lag_accuracy,true_edges,edge_density
timesteps,300,12,VAR-Lasso,300,0.1,0.0,0.18,0.7063027940220923,0.7638888888888888,0.5370370370370371,50.0,0.75,54.0,0.32142857142857145
timesteps,300,12,DynVAR-Lasso,300,0.1,0.0,0.18,0.6933073424301495,0.8069444444444445,0.5370370370370371,50.0,0.6944444444444444,54.0,0.32142857142857145
timesteps,300,12,STCG-v1,300,0.1,0.0,0.18,0.6684535412605588,0.7916666666666666,0.5185185185185185,52.0,0.6666666666666666,54.0,0.32142857142857145
timesteps,300,13,VAR-Lasso,300,0.1,0.0,0.18,0.6761755485893417,0.5934959349593496,0.5172413793103449,56.0,0.6829268292682927,58.0,0.34523809523809523
timesteps,300,13,DynVAR-Lasso,300,0.1,0.0,0.18,0.6802507836990596,0.6715447154471544,0.5689655172413793,50.0,0.7317073170731707,58.0,0.34523809523809523
timesteps,300,13,STCG-v1,300,0.1,0.0,0.18,0.6910658307210031,0.6829268292682927,0.5517241379310345,52.0,0.6829268292682927,58.0,0.34523809523809523
timesteps,300,14,VAR-Lasso,300,0.1,0.0,0.18,0.6331076265146115,0.6448979591836734,0.391304347826087,56.0,0.5714285714285714,46.0,0.27380952380952384
timesteps,300,14,DynVAR-Lasso,300,0.1,0.0,0.18,0.6439771917320029,0.6530612244897959,0.43478260869565216,52.0,0.5714285714285714,46.0,0.27380952380952384
timesteps,300,14,STCG-v1,300,0.1,0.0,0.18,0.6589451176051319,0.5972789115646259,0.43478260869565216,52.0,0.5428571428571428,46.0,0.27380952380952384
timesteps,300,15,VAR-Lasso,300,0.1,0.0,0.18,0.7032252316464719,0.77734375,0.5,46.0,0.6875,46.0,0.27380952380952384
timesteps,300,15,DynVAR-Lasso,300,0.1,0.0,0.18,0.7166785459729151,0.7565104166666666,0.4782608695652174,48.0,0.8125,46.0,0.27380952380952384
timesteps,300,15,STCG-v1,300,0.1,0.0,0.18,0.7047398431931575,0.69921875,0.45652173913043476,50.0,0.78125,46.0,0.27380952380952384
timesteps,300,16,VAR-Lasso,300,0.1,0.0,0.18,0.6216577540106952,0.6762075134168157,0.5151515151515151,64.0,0.6976744186046512,66.0,0.39285714285714285
timesteps,300,16,DynVAR-Lasso,300,0.1,0.0,0.18,0.6203208556149733,0.5617173524150268,0.48484848484848486,68.0,0.5116279069767442,66.0,0.39285714285714285
timesteps,300,16,STCG-v1,300,0.1,0.0,0.18,0.6221033868092691,0.5992844364937389,0.5151515151515151,64.0,0.627906976744186,66.0,0.39285714285714285
timesteps,300,17,VAR-Lasso,300,0.1,0.0,0.18,0.6233542319749217,0.7125,0.4482758620689655,64.0,0.55,58.0,0.34523809523809523
timesteps,300,17,DynVAR-Lasso,300,0.1,0.0,0.18,0.6658307210031348,0.6796875,0.5,58.0,0.6,58.0,0.34523809523809523
