dataset,seed,method,graph_fraction,lasso_alpha,window_size,window_stride,feature_budget_per_target,mae,rmse,node_rmse_mean,node_rmse_max
ETTh2,0,Nonself Dense Ridge,1.0,0.005,600,300,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,DynVAR-Lasso Graph Ridge,1.0,0.005,600,300,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,STCG-v1 Graph Ridge,1.0,0.005,600,300,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,Persistence,0.25,0.005,1200,600,0,0.1499476242483007,0.24559055458163162,0.2240359849620104,0.335650508067326
ETTh2,0,Dense Ridge,0.25,0.005,1200,600,0,0.14568753375326596,0.22713709128933027,0.20431623768537582,0.31157904569612505
ETTh2,0,Nonself Dense Ridge,0.25,0.005,1200,600,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,DynVAR-Lasso Graph Ridge,0.25,0.005,1200,600,5,0.6750553329678267,0.8321402207608849,0.7899374123168673,1.1108767327243612
ETTh2,0,STCG-v1 Graph Ridge,0.25,0.005,1200,600,5,0.6750553329678267,0.8321402207608849,0.7899374123168673,1.1108767327243612
ETTh2,0,Persistence,0.5,0.005,1200,600,0,0.1499476242483007,0.24559055458163162,0.2240359849620104,0.335650508067326
ETTh2,0,Dense Ridge,0.5,0.005,1200,600,0,0.14568753375326596,0.22713709128933027,0.20431623768537582,0.31157904569612505
ETTh2,0,Nonself Dense Ridge,0.5,0.005,1200,600,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,DynVAR-Lasso Graph Ridge,0.5,0.005,1200,600,9,0.6134660593067888,0.7818494092009565,0.7397767759119657,1.135084501369773
ETTh2,0,STCG-v1 Graph Ridge,0.5,0.005,1200,600,9,0.6134660593067888,0.7818494092009565,0.7397767759119657,1.135084501369773
ETTh2,0,Persistence,0.75,0.005,1200,600,0,0.1499476242483007,0.24559055458163162,0.2240359849620104,0.335650508067326
ETTh2,0,Dense Ridge,0.75,0.005,1200,600,0,0.14568753375326596,0.22713709128933027,0.20431623768537582,0.31157904569612505
ETTh2,0,Nonself Dense Ridge,0.75,0.005,1200,600,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,DynVAR-Lasso Graph Ridge,0.75,0.005,1200,600,14,0.5853615932466051,0.7469890920653747,0.6950683885359819,1.124269154144324
ETTh2,0,STCG-v1 Graph Ridge,0.75,0.005,1200,600,14,0.5853615932466051,0.7469890920653747,0.6950683885359819,1.124269154144324
ETTh2,0,Persistence,1.0,0.005,1200,600,0,0.1499476242483007,0.24559055458163162,0.2240359849620104,0.335650508067326
ETTh2,0,Dense Ridge,1.0,0.005,1200,600,0,0.14568753375326596,0.22713709128933027,0.20431623768537582,0.31157904569612505
ETTh2,0,Nonself Dense Ridge,1.0,0.005,1200,600,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,DynVAR-Lasso Graph Ridge,1.0,0.005,1200,600,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,STCG-v1 Graph Ridge,1.0,0.005,1200,600,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,Persistence,0.25,0.01,300,150,0,0.1499476242483007,0.24559055458163162,0.2240359849620104,0.335650508067326
ETTh2,0,Dense Ridge,0.25,0.01,300,150,0,0.14568753375326596,0.22713709128933027,0.20431623768537582,0.31157904569612505
ETTh2,0,Nonself Dense Ridge,0.25,0.01,300,150,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,DynVAR-Lasso Graph Ridge,0.25,0.01,300,150,5,0.6186882409667805,0.7848096933749938,0.743372912488396,1.1146406070286357
ETTh2,0,STCG-v1 Graph Ridge,0.25,0.01,300,150,5,0.6186882409667805,0.7848096933749938,0.743372912488396,1.1146406070286357
ETTh2,0,Persistence,0.5,0.01,300,150,0,0.1499476242483007,0.24559055458163162,0.2240359849620104,0.335650508067326
ETTh2,0,Dense Ridge,0.5,0.01,300,150,0,0.14568753375326596,0.22713709128933027,0.20431623768537582,0.31157904569612505
ETTh2,0,Nonself Dense Ridge,0.5,0.01,300,150,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,DynVAR-Lasso Graph Ridge,0.5,0.01,300,150,9,0.6127784073756043,0.7681856948848559,0.7270195719906694,1.1360821679762076
ETTh2,0,STCG-v1 Graph Ridge,0.5,0.01,300,150,9,0.6127784073756043,0.7681856948848559,0.7270195719906694,1.1360821679762076
ETTh2,0,Persistence,0.75,0.01,300,150,0,0.1499476242483007,0.24559055458163162,0.2240359849620104,0.335650508067326
ETTh2,0,Dense Ridge,0.75,0.01,300,150,0,0.14568753375326596,0.22713709128933027,0.20431623768537582,0.31157904569612505
ETTh2,0,Nonself Dense Ridge,0.75,0.01,300,150,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,DynVAR-Lasso Graph Ridge,0.75,0.01,300,150,14,0.5869268284768983,0.7476450371699274,0.6968266834077042,1.1244727868449147
ETTh2,0,STCG-v1 Graph Ridge,0.75,0.01,300,150,14,0.5869268284768983,0.7476450371699274,0.6968266834077042,1.1244727868449147
ETTh2,0,Persistence,1.0,0.01,300,150,0,0.1499476242483007,0.24559055458163162,0.2240359849620104,0.335650508067326
ETTh2,0,Dense Ridge,1.0,0.01,300,150,0,0.14568753375326596,0.22713709128933027,0.20431623768537582,0.31157904569612505
ETTh2,0,Nonself Dense Ridge,1.0,0.01,300,150,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,DynVAR-Lasso Graph Ridge,1.0,0.01,300,150,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,STCG-v1 Graph Ridge,1.0,0.01,300,150,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,Persistence,0.25,0.01,600,300,0,0.1499476242483007,0.24559055458163162,0.2240359849620104,0.335650508067326
ETTh2,0,Dense Ridge,0.25,0.01,600,300,0,0.14568753375326596,0.22713709128933027,0.20431623768537582,0.31157904569612505
ETTh2,0,Nonself Dense Ridge,0.25,0.01,600,300,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,DynVAR-Lasso Graph Ridge,0.25,0.01,600,300,5,0.6874837842491945,0.8946875702608257,0.8086284010531182,1.4548959275347604
ETTh2,0,STCG-v1 Graph Ridge,0.25,0.01,600,300,5,0.6874837842491945,0.8946875702608257,0.8086284010531182,1.4548959275347604
ETTh2,0,Persistence,0.5,0.01,600,300,0,0.1499476242483007,0.24559055458163162,0.2240359849620104,0.335650508067326
ETTh2,0,Dense Ridge,0.5,0.01,600,300,0,0.14568753375326596,0.22713709128933027,0.20431623768537582,0.31157904569612505
ETTh2,0,Nonself Dense Ridge,0.5,0.01,600,300,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,DynVAR-Lasso Graph Ridge,0.5,0.01,600,300,9,0.6154318226347597,0.7803413333144971,0.7350090944772024,1.1227585532796274
ETTh2,0,STCG-v1 Graph Ridge,0.5,0.01,600,300,9,0.6154318226347597,0.7803413333144971,0.7350090944772024,1.1227585532796274
ETTh2,0,Persistence,0.75,0.01,600,300,0,0.1499476242483007,0.24559055458163162,0.2240359849620104,0.335650508067326
ETTh2,0,Dense Ridge,0.75,0.01,600,300,0,0.14568753375326596,0.22713709128933027,0.20431623768537582,0.31157904569612505
ETTh2,0,Nonself Dense Ridge,0.75,0.01,600,300,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,DynVAR-Lasso Graph Ridge,0.75,0.01,600,300,14,0.5818868529460575,0.7428123465512101,0.6913749966104523,1.1212083756611568
ETTh2,0,STCG-v1 Graph Ridge,0.75,0.01,600,300,14,0.5818868529460575,0.7428123465512101,0.6913749966104523,1.1212083756611568
ETTh2,0,Persistence,1.0,0.01,600,300,0,0.1499476242483007,0.24559055458163162,0.2240359849620104,0.335650508067326
ETTh2,0,Dense Ridge,1.0,0.01,600,300,0,0.14568753375326596,0.22713709128933027,0.20431623768537582,0.31157904569612505
ETTh2,0,Nonself Dense Ridge,1.0,0.01,600,300,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,DynVAR-Lasso Graph Ridge,1.0,0.01,600,300,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,STCG-v1 Graph Ridge,1.0,0.01,600,300,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,Persistence,0.25,0.01,1200,600,0,0.1499476242483007,0.24559055458163162,0.2240359849620104,0.335650508067326
ETTh2,0,Dense Ridge,0.25,0.01,1200,600,0,0.14568753375326596,0.22713709128933027,0.20431623768537582,0.31157904569612505
ETTh2,0,Nonself Dense Ridge,0.25,0.01,1200,600,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,DynVAR-Lasso Graph Ridge,0.25,0.01,1200,600,5,0.6524821049063987,0.8364420708433137,0.768394606333656,1.1911193527875432
ETTh2,0,STCG-v1 Graph Ridge,0.25,0.01,1200,600,5,0.7322979823592416,0.9055388182399537,0.8666370500314363,1.1677590875781418
ETTh2,0,Persistence,0.5,0.01,1200,600,0,0.1499476242483007,0.24559055458163162,0.2240359849620104,0.335650508067326
ETTh2,0,Dense Ridge,0.5,0.01,1200,600,0,0.14568753375326596,0.22713709128933027,0.20431623768537582,0.31157904569612505
ETTh2,0,Nonself Dense Ridge,0.5,0.01,1200,600,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,DynVAR-Lasso Graph Ridge,0.5,0.01,1200,600,9,0.6553264500612633,0.8173478805019715,0.7693002633392163,1.1230155101776336
ETTh2,0,STCG-v1 Graph Ridge,0.5,0.01,1200,600,9,0.6188659670988889,0.785413318346932,0.7354931796423309,1.1351303142535432
ETTh2,0,Persistence,0.75,0.01,1200,600,0,0.1499476242483007,0.24559055458163162,0.2240359849620104,0.335650508067326
ETTh2,0,Dense Ridge,0.75,0.01,1200,600,0,0.14568753375326596,0.22713709128933027,0.20431623768537582,0.31157904569612505
ETTh2,0,Nonself Dense Ridge,0.75,0.01,1200,600,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,DynVAR-Lasso Graph Ridge,0.75,0.01,1200,600,14,0.5843979666973518,0.7444397065471963,0.6938017006574546,1.1212083756611568
ETTh2,0,STCG-v1 Graph Ridge,0.75,0.01,1200,600,14,0.584220290270386,0.7444659143455489,0.6937601974492004,1.1212083756611568
ETTh2,0,Persistence,1.0,0.01,1200,600,0,0.1499476242483007,0.24559055458163162,0.2240359849620104,0.335650508067326
ETTh2,0,Dense Ridge,1.0,0.01,1200,600,0,0.14568753375326596,0.22713709128933027,0.20431623768537582,0.31157904569612505
ETTh2,0,Nonself Dense Ridge,1.0,0.01,1200,600,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,DynVAR-Lasso Graph Ridge,1.0,0.01,1200,600,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
ETTh2,0,STCG-v1 Graph Ridge,1.0,0.01,1200,600,18,0.5827427813418359,0.7428132620349122,0.6920193695886766,1.1210786438831182
