config_id,config_rank,selection_objective,stcg_window_size,stcg_window_stride,state_count_distribution,inferred_state_count_distribution,dynamic_feature_nonzero_variance,dataset,label_column,horizon_cycles,lookback_cycles,method,train_rows,validation_rows,test_rows,train_positive_rate,validation_positive_rate,test_positive_rate,train_positives,validation_positives,test_positives,threshold_metric,threshold,validation_threshold_metric,balanced_accuracy,precision,recall,f1,average_precision,roc_auc
stable_L30_W16_S8,0,stable,16,8,1:2165,1:2165,0,HydraulicSystems,valve_condition,10,30,Train Majority,1299,217,649,0.6466512702078522,0.5529953917050692,0.7395993836671803,840,120,480,f1,0.6466512702078522,0.712166172106825,0.5,0.7395993836671803,1.0,0.8503100088573959,0.7395993836671803,0.5
stable_L30_W16_S8,0,stable,16,8,1:2165,1:2165,0,HydraulicSystems,valve_condition,10,30,Sensor Logistic,1299,217,649,0.6466512702078522,0.5529953917050692,0.7395993836671803,840,120,480,f1,0.3838247440908473,0.7272727272727273,0.5,0.7395993836671803,1.0,0.8503100088573959,0.8823740808215441,0.6941814595660749
stable_L30_W16_S8,0,stable,16,8,1:2165,1:2165,0,HydraulicSystems,valve_condition,10,30,Graph Ridge Logistic,1299,217,649,0.6466512702078522,0.5529953917050692,0.7395993836671803,840,120,480,f1,0.02197929937982631,0.8221343873517787,0.5678069526627219,0.7752100840336135,0.76875,0.7719665271966527,0.8199001120632825,0.6229783037475345
stable_L30_W16_S8,0,stable,16,8,1:2165,1:2165,0,HydraulicSystems,valve_condition,10,30,Sensor+Graph Logistic,1299,217,649,0.6466512702078522,0.5529953917050692,0.7395993836671803,840,120,480,f1,0.0008318475070488329,0.7147147147147147,0.501750493096647,0.7402799377916018,0.9916666666666667,0.8477292965271594,0.8352397898092905,0.6413954635108482
stable_L30_W16_S8,0,stable,16,8,1:2165,1:2165,0,HydraulicSystems,valve_condition,10,30,STCG-v1 Selected Logistic,1299,217,649,0.6466512702078522,0.5529953917050692,0.7395993836671803,840,120,480,f1,0.1908457601545331,0.7593984962406015,0.5550604043392505,0.7731707317073171,0.6604166666666667,0.7123595505617978,0.7639717105439929,0.5638067061143984
stable_L30_W16_S8,0,stable,16,8,1:2165,1:2165,0,HydraulicSystems,valve_condition,10,30,Sensor+STCG-v1 Logistic,1299,217,649,0.6466512702078522,0.5529953917050692,0.7395993836671803,840,120,480,f1,0.050281295677734976,0.7612903225806451,0.5,0.7395993836671803,1.0,0.8503100088573959,0.7750358244030406,0.5544255424063116
stable_L30_W16_S8,0,stable,16,8,1:2172,1:2172,0,HydraulicSystems,stable_flag,3,30,Train Majority,1303,217,652,0.07521105141980046,0.06451612903225806,0.08128834355828221,98,14,53,f1,0.07521105141980046,0.12121212121212122,0.5,0.08128834355828221,1.0,0.150354609929078,0.08128834355828221,0.5
stable_L30_W16_S8,0,stable,16,8,1:2172,1:2172,0,HydraulicSystems,stable_flag,3,30,Sensor Logistic,1303,217,652,0.07521105141980046,0.06451612903225806,0.08128834355828221,98,14,53,f1,0.5398307949893402,0.47368421052631576,0.5550288216209406,0.13829787234042554,0.24528301886792453,0.17687074829931973,0.1655042693286443,0.6573219516804737
stable_L30_W16_S8,0,stable,16,8,1:2172,1:2172,0,HydraulicSystems,stable_flag,3,30,Graph Ridge Logistic,1303,217,652,0.07521105141980046,0.06451612903225806,0.08128834355828221,98,14,53,f1,9.380374681957565e-08,0.13,0.5529183859892274,0.09042553191489362,0.9622641509433962,0.16531604538087522,0.1347061939348496,0.619680599741708
stable_L30_W16_S8,0,stable,16,8,1:2172,1:2172,0,HydraulicSystems,stable_flag,3,30,Sensor+Graph Logistic,1303,217,652,0.07521105141980046,0.06451612903225806,0.08128834355828221,98,14,53,f1,1.3713620983967196e-06,0.16296296296296298,0.5568400163795004,0.09140767824497258,0.9433962264150944,0.16666666666666666,0.12451684198045995,0.5883390556588024
stable_L30_W16_S8,0,stable,16,8,1:2172,1:2172,0,HydraulicSystems,stable_flag,3,30,STCG-v1 Selected Logistic,1303,217,652,0.07521105141980046,0.06451612903225806,0.08128834355828221,98,14,53,f1,0.001962709037347329,0.15789473684210525,0.4476170976785208,0.0670391061452514,0.4528301886792453,0.11678832116788321,0.07067330751341946,0.4318518285192301
stable_L30_W16_S8,0,stable,16,8,1:2172,1:2172,0,HydraulicSystems,stable_flag,3,30,Sensor+STCG-v1 Logistic,1303,217,652,0.07521105141980046,0.06451612903225806,0.08128834355828221,98,14,53,f1,0.003666002437138135,0.16981132075471697,0.49746432733801615,0.08068459657701711,0.6226415094339622,0.14285714285714285,0.07418340945992614,0.47525750464610833
stable_L30_W16_S8,0,stable,16,8,1:2170,1:2170,0,HydraulicSystems,stable_flag,5,30,Train Majority,1302,217,651,0.11827956989247312,0.10138248847926268,0.12749615975422426,154,22,83,f1,0.11827956989247312,0.18410041841004185,0.5,0.12749615975422426,1.0,0.22615803814713897,0.12749615975422426,0.5
stable_L30_W16_S8,0,stable,16,8,1:2170,1:2170,0,HydraulicSystems,stable_flag,5,30,Sensor Logistic,1302,217,651,0.11827956989247312,0.10138248847926268,0.12749615975422426,154,22,83,f1,0.41218692038598354,0.265625,0.5284447649753945,0.13432835820895522,0.9759036144578314,0.23615160349854228,0.2375809578253132,0.6671474630918038
stable_L30_W16_S8,0,stable,16,8,1:2170,1:2170,0,HydraulicSystems,stable_flag,5,30,Graph Ridge Logistic,1302,217,651,0.11827956989247312,0.10138248847926268,0.12749615975422426,154,22,83,f1,0.000814399198811198,0.24528301886792453,0.5286993042592907,0.136986301369863,0.7228915662650602,0.23032629558541268,0.1690130726269303,0.5756405905311387
stable_L30_W16_S8,0,stable,16,8,1:2170,1:2170,0,HydraulicSystems,stable_flag,5,30,Sensor+Graph Logistic,1302,217,651,0.11827956989247312,0.10138248847926268,0.12749615975422426,154,22,83,f1,0.00016302448742470927,0.26373626373626374,0.5391778381130155,0.1392931392931393,0.8072289156626506,0.2375886524822695,0.17901627989883556,0.5980400475139996
